airport_code,city_code,airport_name,address_en,webisite,phone
YXX,YXX,Abbotsford International Airport,"""30440 Liberator Ave",http://www.abbotsfordairport.ca/site13.aspx,(+1) 604-855-1001
PHF,PHF,Newport News-williamsburg International Airport,"""900 Bland Blvd",http://www.flyphf.com/content/,(+1) 757-877-0221
ONG,ONG,Mornington Island Airport,"""Mornington QLD 4871",http://www.morningtonisland.com.au/,(+61) 7 4745 7063
ROP,ROP,Rota International Airport,"""Sinapalu",http://cpa.gov.mp/rotarpt.asp,(+1) 670-532-9497
KAN,KAN,Mallam Aminu Kano International Airport,"""Lagos Rd",,NA
TGZ,TGZ,Angel Albino Corzo International Airport,,,
BPS,BPS,Porto Seguro Airport,,,
AKL,AKL,Auckland Airport,"""Auckland Airport",http://www.aucklandairport.co.nz/,(+64) 9-275 0789
NAS,NAS,Lynden Pindling International Airport,"""Windsor Field Rd",http://www.nas.bs/Public/Home.aspx,(+1) 242-702-1010
TLL,TLL,Tallinn Airport,"""Lennujaama tee 12",http://www.tallinn-airport.ee/eng,(+372) 605 8888
PAC,PTY,Albrook Marcos A Gelabert International Airport,"""Avenue Canfield",,NA
TAK,TAK,Takamatsu Airport,,,
REC,REC,Recife-guararapes-gilberto Freyre International Airport,"""Recife - PE",http://www.infraero.gov.br/index.php/us/airports/pernambuco/recife-international-airport.html,(+55) 81 3322-4188
LFR,LFR,La Fria Airport,,,
HVR,HVR,Havre City-county Airport,"""5404 9th St W",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=HVR,(+1) 406-265-4671
DIJ,DIJ,Dijon Bourgogne Airport,"""717 rue de laviation",http://www.dijon.aeroport.fr/en/,(+33) (0) 3 80 67 67 67
PLU,BHZ,Belo Horizonte-pampulha - Carlos Drummond De Andrade Airport,"""Praca Bagatelle",http://www.infraero.com.br/index.php/br/aeroportos/minas-gerais/aeroporto-de-belo-horizonte/contatos.html,(+55) 31 3490-2000
MVD,MVD,Carrasco International Airport,"""101 km 19",http://www.aeropuertodecarrasco.com.uy/,(+598) 2604 0329
PHC,PHC,Port Harcourt International Airport,,,
AYQ,AYQ,Ayers Rock Connellan Airport,,,
SGC,SGC,Surgut Airport,,,
BIQ,BIQ,Biarritz-anglet-bayonne Airport,,,
GLT,GLT,Gladstone Airport,,,
GIS,GIS,Gisborne Airport,,,
PDL,PDL,Joo Paulo Ii Airport,"""Aeroporto de Ponta Delgada",http://www.ana.pt/pt-PT/Aeroportos/Acores/PontaDelgada/O%20Aeroporto/ConhecaAeroporto/Paginas/ConhecaAeroporto.aspx,(+35) 1800 201 201
CIX,CIX,Cap Fap Jos A Quiones Gonzles International Airport,"""Chiclayo",,NA
PRN,PRN,Pristina International Airport,"""Pristina",http://www.airportpristina.com/en/,(+38) 138 5958123
DKR,DKR,Lopold Sdar Senghor International Airport,"""Ngor",http://www.aeroportdakar.com/WWAWP/WWAWP.EXE/CONNECT/aerolss,NA
VGO,VGO,Vigo-peinador Airport,"""Apdo. de Correos 1553",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Vigo/en/,(+34) 902 40 47 04
BCN,BCN,Barcelona-el Prat Airport,"""Barcelona Airport",http://www.barcelona-airport.com/,(+34) 91 321 10 00
UIP,UIP,Quimper - Cornouaille Airport,"""Aeroport de Quimper - Cornouaille",http://www.quimper.aeroport.fr/en/,(+33) 2 98 94 30 30
YQY,YQY,Sydney-ja Douglas Mccurdy Airport,"""280 Silver Dart Way",http://www.sydneyairport.ca,"(+1)-564-7720,902-564-5724,902-565-3795,902-564-7722, 902-564-7723,902-539-2869"
LJU,LJU,Ljubljana Joe Punik Airport,"""Zg. Brnik 130a",http://www.lju-airport.si/en/Main,(+386) 4 2061 282
THE,THE,Senador Petrnio Portela Airport,,,
PKC,PKC,Petropavlovsk-kamchatsky Airport,"""Elizovo",http://www.airport-pkc.ru/,(+7) 415 319-95-61
GUM,GUM,Antonio B Won Pat International Airport,"""355 Chalan Pasaheru B224-A",,(+1) 671-646-0300
CNX,CNX,Chiang Mai Airport,"""60",http://www.chiangmaiairportonline.com/,(+66) 53 922 100
MED,MED,Prince Mohammad Bin Abdulaziz Airport,Medina Saudi Arabia,,(+966)4 842 0000
VRA,VRA,Juan Gualberto Gomez International Airport,,,
MRU,MRU,Sir Seewoosagur Ramgoolam International Airport,"""Plaine Magnien",http://aml.mru.aero/,(+230) 603 6000
CBQ,CBQ,Margaret Ekpo International Airport,,,
LBA,LBA,Leeds Bradford International Airport,"""Leeds Bradford International Airport",http://www.leedsbradfordairport.co.uk/,(+44) 0871 288 2288
ALA,ALA,Almaty International Airport,"""2",http://www.alaport.com/,(+7) 729 260 9755
TCQ,TCQ,Coronel Fap Carlos Ciriani Santa Rosa International Airport,,,
YXT,YXT,Northwest Regional Airport,"""Carman Hendry",http://www.yxt.ca/,(+1)250 635-2659 EXT 223
DPS,DPS,Ngurah Rai Airport,"""Jalan Raya",http://www.ngurahrai-airport.co.id/,(+62) 361 9351011 EXT. 5055
FAO,FAO,Faro Airport,"""Aeroporto de Faro",http://www.ana.pt/,(+35) 121 841 35 00
SCM,CDB,Scammon Bay Airport,,,
VLC,VLC,Valencia Airport,"""Carretera del Aeropuerto",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Valencia/en/,(+34) 902 40 47 04
LOS,LOS,Murtala Muhammed International Airport,"""Ikeja",,NA
ILM,ILM,Wilmington International Airport,"""1740 Airport Blvd",,(+1) 910-341-4125
APO,IPI,Antonio Roldan Betancourt Airport,,,
VOG,VOG,Volgograd International Airport,,,
SJE,SJE,Jorge E Gonzalez Torres Airport,,,
TRS,TRS,Trieste - Friuli Venezia Giulia Airport,"""Via Aquileia",http://www.aeroporto.fvg.it/,(+39) 0481 7731
SXF,BER,Berlin Schnefeld Airport,"""Am Seegraben",http://www.berlin-airport.de,(+49) 30 6091150
AGP,AGP,Mlaga Airport,"""Av Comandante García Morato",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Malaga/en/,(+34) 952 04 84 84
CGY,CGY,Laguindingan International Airport,"""Airport Access Rd",http://laguindinganinternationalairport.com/,(+63) 88 272 3224
KKN,KKN,Kirkenes Airport,"""Avinor",http://www.avinor.no/en/airport/kirkenes,(+47) 67 03 53 00
OVB,OVB,Tolmachevo Airport,"""Ob-4",http://tolmachevo.ru/,(+7) 383 216-98-41
BNK,BNK,Ballina Byron Gateway Airport,,,
ALS,ALS,San Luis Valley Regional Airport,"""2500 State Ave",,(+1) 719-589-9446
PRI,PRI,Praslin Island Airport,,,
BEN,BEN,Benina International Airport,,,
LUW,TTE,Bubung Airport,,,
AMA,AMA,Rick Husband Amarillo International Airport,"""10801 Airport Blvd Amarillo",http://airport.amarillo.gov/,(+1) 806-335-1671
RUH,RUH,King Khalid International Airport,Riyadh Saudi Arabia,http://www.gaca.gov.sa//Airports/AirportDetails.aspx?aNo=2&aID=003&fID=305&cid=1&l=AR&AT=I/ http://www.riyadh-airport.com/,(+966)1 122 11000
OTP,BUH,Henri Coand International Airport,"""Bucharest Airports National Company",http://www.bucharestairports.ro/,"(+40) 021 2041000, +4 021 2014000"
PVR,PVR,Licenciado Gustavo Daz Ordaz International Airport,"""Carretera a Tepic KM 7.5",,(+52) 322 221 1537
KJA,KJA,Yemelyanovo International Airport,"""Airport Krasnoyarsk",http://www.yemelyanovo.ru/en/,(+7) 391 255-59-99
KUV,KUV,Gunsan Airport,"""2",http://gunsan.airport.co.kr/eng/index.jsp,(+1) 869-465-8121
ELS,ELS,East London Airport,"""Airport Bypass Road",http://www.airports.co.za/home.asp?pid=232,(+27) 43 706 0304
BKI,BKI,Kota Kinabalu International Airport,"""Jalan Lapangan Terbang (Lama)",http://www.kotakinabaluairport.com/,NA
MRX,MRX,Mahshahr Airport,,,
KSC,KSC,Koice International Airport,"""040 17 Košice-Barca",http://www.airportkosice.sk/,"(+421) 55 6832 109 , 421 55/683 22 76"
AMH,AMH,Arba Minch Airport,,,
ACV,ACV,Arcata-eureka Airport,"""3561 Boeing Ave",,(+1) 707-839-5401
HUX,HUX,Bah-as De Huatulco International Airport,,,
HUI,HUI,Phu Bai Airport,,,
YSB,YSB,Sudbury Airport,"""5000 Air Terminal Drive",,(+1) 705-693-2514
BTS,BTS,Bratislava Airport,"""Ivanská cesta",http://www.bts.aero/cestujuci/,(+421) 2 3303 3353
HNH,HNH,Hoonah Airport,"""600 Airport Rd",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=HNH,(+1) 907-945-3426
OPO,OPO,Francisco De S Carneiro Airport,"""Avenida do Aeroporto",http://www.ana.pt/,(+35) 1229 432 400
NJF,BSR,Al Najaf International Airport,,,
YWG,YWG,Winnipeg James Armstrong Richardson International Airport,"""2000 Wellington Ave",http://www.waa.ca/,(+1) 204 987-9402
TIV,TIV,Tivat Airport,,,
KKE,KKE,Kerikeri Airport,,,
PNH,PNH,Phnom Penh International Airport,"""Phnom Penh",http://www.cambodia-airports.aero/,NA
ASE,ASE,Aspen-pitkin County Airport,"""0233 E. Airport Rd. Suite A Aspen",http://www.aspenairport.com/,(+1) 970-920-5384
TUN,TUN,Tunis-carthage International Airport,"""La Charguia",http://www.tunis-airport.com/,(+216) 71 754 000
GNA,KGD,Hrodna Airport,,,
ZGU,ZGU,Gaua Island Airport,,,
POS,POS,Piarco International Airport,"""Golden Grove Rd",http://www.tntairports.com/piarco/index.html,(+1) 868-669-4880
LYR,LYR,Svalbard Airport,"""Avinor",http://www.avinor.no/en/airport/svalbard,(+47) 67 03 54 00
HAD,HAD,Halmstad City Airport,Three Valentines Route 12 S-302 41 Halmstad,http://www.halmstadsflygplats.se/,(+46) 35 18 26 00
HDN,HDN,Yampa Valley Airport,"""11005 County Road 51A",http://www.co.routt.co.us/index.aspx?NID=114,(+1) 970-276-5001
ZNZ,ZNZ,Abeid Amani Karume International Airport,"""Kisauni",,(+255) 24 223 3979
RRG,RRG,Sir Gatan Duval Airport,"""Plaine Corail",http://www.airportofrodrigues.com/,(+230) 832 78 88
AGU,AGU,Lic Jess Tern Peredo International Airport,"""Carretera Panamericana Km. 22",,(+52) 449 918 2806
RUN,RUN,Roland Garros Airport,"""Aérogare Passagers",http://www.reunion.aeroport.fr/,(+262) 262 48 81 81
AGS,AGS,Augusta Regional Airport,"""1501 Aviation Way",http://www.augustaregionalairport.com/,(+1) 706-798-3236
PEM,PEM,Padre Aldamiz International Airport,,,
SGS,CGY,Sanga Sanga Airport,,,
MPH,MPH,Godofredo P Ramos Airport,,,
KRT,KRT,Khartoum International Airport,"""Hay Al-Matar",,NA
ABJ,ABJ,Port Bouet Airport,"""AERIA",,(+225) 21757903
AEX,AEX,Alexandria International Airport Louisiana,"""Noise Mitigation Program Office 1611 Arnold Drive Alexandria",http://www.englandairpark.org/aex,(+1) 318-449-3504
CAK,CAK,Akron-canton Airport,10 mi SE of city Coordinates: N40-54.98; W81-26.55 UTC: -5(-4DT) Airspace: Class C (0700-0000) Navaids: ACO-114.4 228 ° 15.9 NM,http://www.akroncantonairport.com/,(+1) 888-434-2359
AOO,AOO,Altoona-blair County Airport,"""310 Airport Entrance Rd #6",http://www.altoonablaircountyairport.com/Altoona_Blair_County_Airport/Welcome.html,(+1) 814-793-2027
SAE,ULU,Sangir Airport,,,
MBI,LDI,Mbeya Airport,,,
PUM,ULU,Pomala Airport,,,
MLU,MLU,Monroe Regional Airport,"""5400 Operations Rd",http://www.flymonroe.org/,(+1) 318-329-2461
DVO,DVO,Francisco Bangoy International Airport,"""sasa",,(+63) 82 234 3615
MYJ,MYJ,Matsuyama Airport,"""２７３１ Minamiyoshidamachi",http://www.matsuyama-airport.co.jp/index.shtml,(+81) 89-972-5600
IQT,IQT,Coronel Fap Francisco Secada Vignetta International Airport,NA,,NA
ADB,IZM,Adnan Menderes Airport,"""Dokuz Eylul Mh",http://www.adnanmenderesairport.com/en-EN/Pages/Main.aspx,(+90) 232 274 2626
AQJ,AQJ,Aqaba King Hussein International Airport,,,
ATW,ATW,Outagamie County Regional Airport,"""W6390 Challenger Drive",http://www.atwairport.com/,(+1) 920-832-5268
AUS,AUS,Austin-bergstrom International Airport,"""3600 Presidential Blvd",http://www.austintexas.gov/department/about-austin-bergstrom-international-airport-aus,(+1) 512-530-2242
DLM,DLM,Dalaman Airport,ATM Dalaman Havalimanı Dıs Hatlar Terminali 48780 Dalaman / MUGLA,http://www.atmairport.aero/Dalaman_en/index.php,(+90).252.792 5555
BRO,BRO,Brownsville-south Padre Island International Airport,"""700 Amelia Earhart Dr",http://flybrownsville.com/,(+1) 956-542-4373
OME,OME,Nome Airport,"""227 Airport Rd",http://www.nomeairport.com/,(+1) 907-443-2500
KLO,KLO,Kalibo International Airport,,,
SKP,SKP,Skopje Alexander The Great Airport,"""Skopje Alexander the Great Airport",http://skp.airports.com.mk/default.aspx?ItemID=399,(+389) (0) 2 3148 333
KTW,KTW,Katowice International Airport,"""Wolnosci 90",http://www.katowice-airport.com/#,(+48) 32 392 72 00
BFL,BFL,Meadows Field Airport,"""3701 Wings Way",http://www.meadowsfield.com/,(+1) 661-391-1800
MEL,MEL,Melbourne Airport,"""Departure Dr",http://melbourneairport.com.au/,(+61) 3 9297 1600
TRI,TRI,Tri-cities Regional Airport,"""2525 Tennessee 75",http://www.triflight.com/,(+1) 423-325-6000
DJJ,DJJ,Sentani Airport,,,
BOI,BOI,Boise Airport,"""3201 Airport Way #1000",http://www.iflyboise.com/airport-guide/contact-us,(+1) 208-383-3110
TFN,TFN,Tenerife Norte Airport,,,
ARN,STO,Stockholm Arlanda Airport,"""190 45 Stockholm-Arlanda",http://www.swedavia.com/arlanda/,(+46)(0)10–109 10 00
IFP,IFP,Laughlin-bullhead International Airport,"""2550 Laughlin View Dr",http://laughlinbullheadintlairport.com/index.php?option=com_content&view=article&id=8&Itemid=8,(+1) 928-754-2134
RDM,RDM,Redmond Municipal Airport,"""2522 SE Jesse Butler Circle",http://www.flyrdm.com/,(+1) 541-548-0646
GCM,GCM,Owen Roberts International Airport,"""Roberts Dr",http://www.caymanairports.ky/contentdisplay.aspx/overview-of-owen-roberts-international-airport,(+1)-345-943-7070
DZA,DZA,Dzaoudzi Pamandzi International Airport,"""Pamanzi",http://www.aeroport-mayotte.com/,NA
ITH,ITH,Ithaca Tompkins Regional Airport,"""1 Culligan Dr",http://flyithaca.com/,(+1) 607-257-0456
BES,BES,Brest Bretagne Airport,"""Aeroport Brest Bretagne",http://www.brest.aeroport.fr/en/contact-the-airport,"(+33) (0)2 98 32 86 00, 33 (0)2 98 32 86 03"
IOM,IOM,Isle Of Man Airport,"""Ballasalla",http://www.gov.im/about-this-site/,(+44) 1624 685685
THR,THR,Mehrabad International Airport,"""Tehran",http://mehrabad.airport.ir/,NA
ANG,LDE,Angoulme-brie-champniers Airport,,,
KIN,KIN,Norman Manley International Airport,Jamaica,http://www.nmia.aero/,(+1876) 924-8452-6
DME,MOW,Domodedovo International Airport,"""Moscow",http://www.domodedovo.ru/,(+7) 495 933-66-66
TBN,TBN,Waynesville-st Robert Regional Airport,"""Building 5002",http://www.flyflw.com/contactus.html,(+1) 573-329-4216
CLL,CLL,Easterwood Airport,"""1 McKenzie Terminal Blvd #112",http://www.easterwoodairport.com/,(+1) 979-845-8511
CPR,CPR,Casper-natrona County International Airport,"""8500 Airport Pkwy",http://www.iflycasper.com/index.php,(+1) 307-472-6688
VHM,VHM,Vilhelmina Airport,,,
YQU,YQU,Grande Prairie Airport,"""10610 Airport Dr",http://www.grandeprairieairport.com/,(+1) 780-539-5270
BTR,BTR,Baton Rouge Metropolitan Airport,"""9430 Jackie Cochran Dr",http://www.flybtr.com/,(+1) 225-355-0333
UKS,DNK,Belbek Airport,,,
EVN,EVN,Zvartnots International Airport,"""Yerevan",http://www.aia-zvartnots.aero/,(+37410) 493 000
DAB,DAB,Daytona Beach International Airport,"""700 Catalina Dr",http://www.flydaytonafirst.com/,(+1) 386-248-8030
ISB,ISB,Benazir Bhutto International Airport,"""Airport Road",http://www.islamabadairport.com.pk/,(+92) 51 9280300
HRO,HRO,Boone County Airport Arkansas,"""2524 Airport Rd",http://www.boonecountyairport.com/contact.html,(+1) 870-741-6954
DFW,DFW,Dallas-fort Worth International Airport,"""3200 E Airfield Dr",http://www.dfwairport.com/,(+1) 972-973-8888
YSY,YSY,Sachs Harbour David Nasogaluak Jr Saaryuaq Airport,,,
FAY,FAY,Fayetteville Regional Airport,"""400 Airport Rd #1",http://www.flyfay.com/default.aspx?AspxAutoDetectCookieSupport=1,(+1) 910-433-1160
KCL,KCL,Chignik Lagoon Airport,"""Chignik Lagoon",http://www.faa.gov/airports/airport_safety/airportdata_5010/menu/contacts.cfm?Region=&District=&State=AK&County=&City=&Use=&Certification=,(+1) 907-246-3325
BMI,BMI,Central Illinois Regional Airport,"""3201 Cira Dr",http://www.cira.com/,(+1) 309-663-7383
CAH,CAH,C Mau Airport,,,
BWN,BWN,Brunei International Airport,"""Bandar Seri Begawan BB2513",http://www.civil-aviation.gov.bn/,(+673) 233 0142
KOI,KOI,Kirkwall Airport,"""Kirkwall Airport",http://www.hial.co.uk/kirkwall-airport/,(+44) 01856 872 421
SEZ,SEZ,Seychelles International Airport,"""Victoria",http://www.scaa.sc/,(+248) 4384 011
UKB,OSA,Kobe Airport,"""１ Kobekuko",http://www.kairport.co.jp/,(+81) 78-304-7777
ADQ,ADQ,Kodiak Airport,"""1427 Airport Way",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=ADQ,(+1) 907-487-4363
POB,FAY,Pope Army Airfield Airport,"""Fayetteville",http://www.pope.af.mil/,(+1) 910-394-6508
FRD,FRD,Friday Harbor Airport,"""800 Franklin Rd",http://www.portfridayharbor.org/?page_id=49,(+1) 360-378-4724
BGM,BGM,Greater Binghamton Airport,"""2534 Airport Rd",http://flybgm.com/,(+1) 607-763-4471
TJQ,TJQ,Buluh Tumbang H A S Hanandjoeddin Airport,,,
ATL,ATL,Hartsfield-jackson Atlanta International Airport,"""6000 N Terminal Pkwy",http://atlanta-airport.com/,(+1) 404-209-1700
YYG,YYG,Charlottetown Airport,"""250 Maple Hills Ave",http://www.flypei.com/,(+1) 902-566-7997
CHO,CHO,Charlottesville-albemarle Airport,"""100 Bowen Loop",http://www.gocho.com/,(+1) 434-973-8342
RFD,CHI,Chicago-rockford International Airport,"""2 Airport Cir",http://www.flyrfd.com/Landing.aspx?id=44,(+1) 866-359-7331
LOP,DPS,Bandara International Lombok Airport,,,
GBE,GBE,Sir Seretse Khama International Airport,"""Phakalane",,NA
GSP,GSP,Greenville-spartanburg International Airport,"""2000 GSP Dr",http://www.gspairport.com/default.aspx,(+1) 864-877-7426
MFE,MFE,Mcallen-miller International Airport,"""2500 S Bicentenial Blvd",http://www.mcallenairport.com/,(+1) 956-681-1500
LOH,LOH,Camilo Ponce Enriquez Airport,,,
RKD,RKD,Knox County Regional Airport,"""62 Union Street",http://www.knoxcountymaine.gov/index.asp?Type=B_BASIC&SEC={CC504E7C-164D-470F-B75E-5569CACFD927},(+1) 207 594-0420
PHO,PHO,Point Hope Airport,"""Point Hope",,(+1) 907-442-3147
DWC,DXB,Dubai World Central - Al Maktoum International Airport,E 311 - United Arab Emirates,http://www.dubaiairports.ae/,(+971) 4 885 0710
BOS,BOS,Logan International Airport,"""1 Harborside Dr",http://www.massport.com/logan-airport/,(+1) 800-235-6426
HRK,HRK,Kharkiv International Airport,"""Str. Romashkina 1",http://hrk.aero/en/,(+380) 57 766-00-76
HUH,HUH,Huahine-fare Airport,,,
ELH,ELH,North Eleuthera Airport,"""North Eleuthera",,(+1) 242-335-1242
YSJ,YSJ,Saint John Airport,"""4180 Loch Lomon Road",http://www.saintjohnairport.com/,(+1) 506-638-5555
APW,APW,Faleolo International Airport,"""Main West Coast Rd",,NA
PQQ,PQQ,Port Macquarie Airport,"""Boundary St",http://portmacquarieairport.com.au/,(+61) 2 6581 8111
PGH,PGH,Pantnagar Airport,,,
STS,STS,Charles M Schulz-sonoma County Airport,"""2290 Airport Boulevard",http://www.sonomacountyairport.org/,(+1) 707-565-7240
CPX,CPX,Benjamin Rivera Noriega Airport,,,
HOU,HOU,William P Hobby Airport,"""7800 Airport Blvd",http://www.fly2houston.com/welcome,(+1) 713-640-3000
MCK,MCK,Mccook Ben Nelson Regional Airport,"""1100 Airport Rd",http://www.cityofmccook.com/index.aspx?nid=132,(+1) 308-345-4158
DLG,DLG,Dillingham Airport,"""803 Airport Rd",,(+1) 907-842-5511
BZN,BZN,Bozeman Yellowstone International Airport,"""850 Gallatin Field Rd",http://www.bozemanairport.com/,(+1) 406-388-8321
PSE,PSE,Mercedita Airport,"""Carretera 10",,(+1) 787-840-3151
HUN,HUN,Hualien Airport,"""No. 1 Kerry Village Airport Xincheng Township",http://www.hulairport.gov.tw/e_content/about/about01.aspx,(+886) 3 821 0768
MCW,MCW,Mason City Municipal Airport,"""9184 265th St",http://www.flymcw.com/,(+1) 641-421-3680
JHM,JHM,Kapalua Airport,"""4050 Honoapiilani Hwy",http://hawaii.gov/jhm,(+1) 808-665-6108
GUR,GKA,Gurney Airport,,,
HTS,HTS,Tri-state Airport,"""1449 County Route 3/1",http://www.tristateairport.com/,(+1) 304-453-6165
HSV,HSV,Huntsville International Airport,"""1000 Glenn Hearn Blvd SW",http://www.flyhuntsville.com/portal/#.UqBgOUP7sYw,(+1) 256-772-9395
QRW,VBV,Warri Airport,,,
TTN,PHL,Trenton-mercer Airport,"""1100 Terminal Cir Dr",http://nj.gov/counties/mercer/departments/airport/index.html,(+1) 609-882-1601
SGF,SGF,Springfield-branson National Airport,"""2300 N. Airport Blvd.",http://www.flyspringfield.com/,(+1) 417.868.0500
HON,HON,Huron Regional Airport,"""426 15th St NW",https://www.huronsd.com/living-in-huron/huron-regional-airport,(+1) 605-353-8516
SRQ,SRQ,Sarasota-bradenton International Airport,"""6000 Airport Cir",http://www.srq-airport.com/contact-us.aspx,(+1) 941-359-2770
PND,PND,Punta Gorda Airport,"""Punta Gorda",,NA
YIW,YIW,Yiwu Airport,,,
JMS,JMS,Jamestown Regional Airport,"""Jamestown",http://www.flyjamestown.net/,(+1) 701-252-6466
HOT,HOT,Memorial Field Airport,"""525 Airport Road",http://www.hotspringsairport.net/,(+1) 501-321-6750
PNQ,PNQ,Pune Airport,"""Airport Director / Public Information Officer",http://www.aai.aero/allAirports/pune_generalinfo.jsp,91-20-26683232
AZA,PHX,Phoenix-mesa Gateway Airport,"""6033 S Sossaman Rd",http://www.phxmesagateway.org/,(+1) 480-988-7600
PVC,PVC,Provincetown Municipal Airport,"""176 Race Point Rd",,(+1) 508-487-0241
AZI,AUH,Bateen Airport,Abu Dhabi - United Arab Emirates,http://www.albateenairport.com/,(+971) 56 689 3443
MEI,MEI,Meridian Regional Airport,"""Meridian Airport Authority 2811A Airport Blvd. South Meridian",http://meridianairport.com/,(+1) 601-482-0364
STV,STV,Surat Airport,"""Airport Director",,91-261-2720109
BOM,BOM,Chhatrapati Shivaji International Airport,"""Sahar Rd",http://www.csia.in/footer/contactus.aspx,022 6685 1010
CUR,CUR,Curaao Airport,"""Curacao Airport Partner N.V.",http://www.curacao-airport.com,(+59) 99  839 1000
LHR,LON,London Heathrow Airport,"""Terminal 1",http://www.heathrowairport.com/,(+44) 0844 335 1801
LTN,LON,Luton Airport,"""Navigation House",http://www.london-luton.co.uk/en/,(+44) 1582 405100
MNL,MNL,Ninoy Aquino International Airport,"""Andrews Avenue",http://www.miaa.gov.ph/,(+63) 2 877 7888
HYD,HYD,Rajiv Gandhi International Airport,"""GMR Hyderabad International Airport Ltd",http://www.shamshabadairport.com/,91-40-6676 4000
PTH,PTH,Port Heiden Airport,,,
WNZ,WNZ,Wenzhou Yongqiang Airport,,,
FLS,FLS,Flinders Island Airport,,,
SEA,SEA,Seattle-tacoma International Airport,"""Street 17801 International Blvd. - (Pacific Highway So.)",http://www.portseattle.org/Sea-Tac/Pages/default.aspx,(+1) 206 787-5388
LBF,LBF,North Platte Regional Airport,"""5400 E Lee Bird Dr #10",http://www.northplatteairport.com/,(+1) 308-532-1900
SNA,SNA,John Wayne Airport,"""Thomas F. Riley Terminal",http://www.ocair.com/,(+1) 949-252-5200
HYA,HYA,Barnstable Municipal Airport,"""480 Barnstable Rd",http://www.town.barnstable.ma.us/airport/default.asp,(+1) 508-775-2020
RUT,RUT,Rutland Southern Vermont Regional Airport,"""1002 Airport Rd",http://www.flyrutlandvt.com/,(+1) 802-786-8881
MKL,MKL,Mckellar-sipes Regional Airport,"""308 Grady Montgomery Dr",http://mckellarsipes.com/,(+1) 731-423-0995
AMS,AMS,Amsterdam Airport Schiphol,"""Evert van de Beekstraat 202",http://www.schiphol.com/,(+31) 900 0141
BPM,BPM,Begumpet Airport,"""Airports Authority of India",http://aai.aero/allAirports/hyderabad_generalinfo.jsp,"91-40-27903785, 91-40-27906001"
PGV,PGV,Pitt-greenville Airport,"""400 Airport Rd",http://www.flypgv.com/,(+1) 252-902-2025
AOG,YIN,Anshan Air Base,,,
KUU,KUU,Kullu Manali Airport,"""Airport Director",http://www.aai.aero/allAirports/kullu_generalinfo.jsp,91-1902-265052
LKO,LKO,Chaudhary Charan Singh International Airport,"""Airport Director",http://aai.aero/allAirports/lucknow_generalinfo.jsp,"91-522-2435404,91-522-2435405"
BBI,BBI,Biju Patnaik Airport,"""Airport Director",http://www.aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,"91-674-2596302, 2596317"
ISP,ISP,Long Island Macarthur Airport,"""100 Arrival Ave",http://www.macarthurairport.com/,(+1) 888-542-4776
CJB,CJB,Coimbatore International Airport,"""Airport Director",http://www.aai.aero/allAirports/coimbatore_generalinfo.jsp,91-422-2592155
JST,JST,Johnstown-cambria County Airport,"""479 Airport Rd",http://www.flyjohnstownairport.com/,(+1) 814-536-0002
CMN,CAS,Mohammed V International Airport,"""Nouasseur",,(+212) 5225-39040
IMF,IMF,Imphal Airport,"""Joint General Manager (Aero)",http://www.aai.aero/allAirports/imphal_gen.jsp,91-385-2455138.
BUR,BUR,Bob Hope Airport,"""2627 N Hollywood Way",http://www.burbankairport.com/,(+1) 818-840-8840
AZO,AZO,Kalamazoo-battle Creek International Airport,"""5235 Portage Rd",http://azoairport.com/,(+1) 269-388-3668
SMF,SMF,Sacramento International Airport,,,
VIE,VIE,Vienna International Airport,"""Wien-Flughafen",http://www.viennaairport.com/jart/prj3/va/main.jart?rel=en&content-id=1249344074214&reserve-mode=active,(+43) 1 70070
SXR,SXR,Sheikh Ul Alam Airport,"""Aerodrome Rd",,"91-194-2303000, 2303311,91-194-2303008"
IXJ,IXJ,Jammu Airport,"""Airport Director",,91-191-2437843
ATQ,ATQ,Sri Guru Ram Dass Jee International Airport,"""Airport Director / Public Information Officer",http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,91-183-2214166
CNF,BHZ,Tancredo Neves International Airport,"""Aeroporto Internacional Tancredo Neves - Confins",http://www.infraero.com.br/index.php/br/aeroportos/minas-gerais/aeroporto-de-tancredo/contatos.html,(+55) 31 3689-2700
SVX,SVX,Koltsovo Airport,"""Satellites str.",http://www.koltsovo.ru/,(+7)  800 100-03-33
JLR,JLR,Jabalpur Airport,"""Airport Director",http://www.aai.aero/allAirports/Jabalpur.jsp,91-761-2601341.
MIA,MIA,Miami International Airport,"""2100 NW 42nd Ave",http://www.iflymia.com/,(+1) 305-876-7000
RNL,RNL,Rennell-tingoa Airport,,,
EAR,EAR,Kearney Regional Airport,"""5145 Airport Rd",http://cityofkearney.org/index.aspx?NID=460,(+1) 308-234-2318
PHL,PHL,Philadelphia International Airport,"""8800 Essington Ave",http://www.phl.org/Pages/HomePage.aspx,(+1) 215-937-6937
