airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,Address in English,Address in Arabic,,Email,Phone,Website
OHE,MDG,Gu-lian Airport,,,,,,,,
OHH,,,,,,,,,,
OHO,,,,,,,,,,
OHS,,,,,,,,,,
OIR,,,,,,,,,,
OIT,OIT,Oita Airport,,,,,,,,
OKA,OKA,Naha Airport,,,,,,,,
OKC,OKC,Will Rogers World Airport,,,,,,,,
OKD,,,,,,,,,,
OKE,,,,,,,,,,
OKI,OKI,Oki Airport,,,,,,,,
OKJ,OKJ,Okayama Airport,,,,,,,,
OKL,DJJ,Oksibil Airport,,,,,,,,
OLA,,,,,,,,,,
OLB,OLB,Olbia - Costa Smeralda Airport,,,,,,,,
OLF,OKC,L M Clayton Airport,,,,,,,,
OLH,,,,,,,,,,
OLL,,,,,,,,,,
OLZ,,,,,,,,,,
OMA,OMA,Eppley Airfield Airport,,,,,,,,
OMD,OMD,Oranjemund Airport,,,,,,,,
OME,OME,Nome Airport,,,,,,,,
OMH,PFQ,Urmia Airport,,,,,,,,
OMR,OMR,Oradea International Airport,,,,,,,,
OMS,OMS,Omsk Central Airport,,,,,,,,
OND,OND,Ondangwa Airport,,,,,,,,
ONG,ONG,Mornington Island Airport,,,,,,,,
ONJ,,,,,,,,,,
ONK,,,,,,,,,,
ONQ,,,,,,,,,,
ONS,,,,,,,,,,
ONT,ONT,Ontario International Airport,,,,,,,,
OOK,OME,Toksook Bay Airport,,,,,,,,
OOL,OOL,Gold Coast Airport,,,,,,,,
OOM,OOM,Snowy Mountains Airport,,,,,,,,
OPO,OPO,Francisco De S Carneiro Airport,,,,,,,,
OPS,VLV,Presidente Joo Batista Figueiredo Airport,,,,,,,,
ORB,ORB,Rebro Airport,,,,,,,,
ORD,CHI,Ohare International Airport,,,,,,,,
ORF,ORF,Norfolk International Airport,,,,,,,,
ORH,ORH,Worcester Regional Airport - Orh,,,,,,,,
ORI,,,,,,,,,,
ORK,ORK,Cork Airport,,,,,,,,
ORN,ORN,Oran Es Snia Airport,,,,,,,,
ORU,LPB,Juan Mendoza Airport,,,,,,,,
ORV,AET,Robert Bob Curtis Memorial Airport,,,,,,,,
ORY,PAR,Orly Airport,,,,,,,,
ORZ,,,,,,,,,,
OSD,OSD,Re Stersund Airport,,,,,,,,
OSI,OSI,Osijek Airport,,,,,,,,
OSL,OSL,Oslo Airport,,,,,,,,
OSN,,,,,,,,,,
OSR,OSR,Ostrava Leos Janek Airport,,,,,,,,
OSS,OSS,Osh Airport,,,,,,,,
OST,OST,Ostend-bruges International Airport,,,,,,,,
OSW,OSW,Orsk Airport,,,,,,,,
OSY,OSY,Namsos Hknesra Airport,,,,,,,,
OTD,,,,,,,,,,
OTH,OTH,Southwest Oregon Regional Airport,,,,,,,,
OTI,,,,,,,,,,
OTP,BUH,Henri Coand International Airport,,,,,,,,
OTZ,OTZ,Ralph Wien Memorial Airport,,,,,,,,
OUA,OUA,Ouagadougou Airport,,,,,,,,
OUD,OUD,Angads Airport,,,,,,,,
OUL,OUL,Oulu Airport,,,,,,,,
OUZ,NDB,Tazadit Airport,,,,,,,,
OVB,OVB,Tolmachevo Airport,,,,,,,,
OVD,OVD,Asturias Airport,,,,,,,,
OVS,HMA,Sovetskiy Airport,,,,,,,,
OWB,OWB,Owensboro-daviess County Regional Airport,,,,,,,,
OXB,OXB,Osvaldo Vieira International Airport,,,,,,,,
OZC,OZC,Labo Airport,,,,,,,,
OZG,TTA,Zagora Airport,,,,,,,,
OZH,,,,,,,,,,
OZZ,OZZ,Ouarzazate Airport,,,,,,,,
PAC,PTY,Albrook Marcos A Gelabert International Airport,,,,,,,,
PAD,PAD,Paderborn Lippstadt Airport,,,,,,,,
PAF,,,,,,,,,,
PAG,PAG,Pagadian Airport,,,,,,,,
PAH,PAH,Barkley Regional Airport,,,,,,,,
PAP,PAP,Toussaint Louverture International Airport,,,,,,,,
PAS,PAS,Paros National Airport,,,,,,,,
PAT,PAT,Lok Nayak Jayaprakash Airport,,,,,,,,
PAV,,,,,,,,,,
PAZ,PAZ,El Tajn National Airport,,,,,,,,
PBC,PBC,Hermanos Serdn International Airport,,,,,,,,
PBG,PBG,Plattsburgh International Airport,,,,,,,,
PBH,PBH,Paro Airport,,,,,,,,
PBI,PBI,Palm Beach International Airport,,,,,,,,
PBJ,PBJ,Tavie Airport,,,,,,,,
PBM,PBM,Johan Adolf Pengel International Airport,,,,,,,,
PBO,PBO,Paraburdoo Airport,,,,,,,,
PBP,,,,,,,,,,
PBU,PBU,Putao Airport,,,,,,,,
PBZ,,,,,,,,,,
PCL,PCL,Fap Captain David Abenzur Rengifo International Airport,,,,,,,,
PCN,,,,,,,,,,
PCR,PCR,German Olano Airport,,,,,,,,
PDA,PCR,Obando Airport,,,,,,,,
PDB,,,,,,,,,,
PDG,PDG,Minangkabau International Airport,,,,,,,,
PDK,,,,,,,,,,
PDL,PDL,Joo Paulo Ii Airport,,,,,,,,
PDM,,,,,,,,,,
PDP,PDP,Capitan Corbeta Ca Curbelo International Airport,,,,,,,,
PDS,PDS,Piedras Negras International Airport,,,,,,,,
PDT,PDT,Eastern Oregon Regional Airport,,,,,,,,
PDV,PDV,Plovdiv Airport,,,,,,,,
PDX,PDX,Portland International Airport,,,,,,,,
PEC,,,,,,,,,,
PED,PED,Pardubice Airport,,,,,,,,
PEE,PEE,Bolshoye Savino Airport,,,,,,,,
PEG,PEG,Perugia San Francesco Dassisi - Umbria International Airport,,,,,,,,
PEI,PEI,Matecaa International Airport,,,,,,,,
PEK,PEK,Beijing Capital International Airport,,,,,,,,
PEM,PEM,Padre Aldamiz International Airport,,,,,,,,
PEN,PEN,Penang International Airport,,,,,,,,
PER,PER,Perth Airport,,,,,,,,
PES,,,,,,,,,,
PET,PET,Pelotas Airport,,,,,,,,
PEU,PEU,Puerto Lempira Airport,,,,,,,,
PEW,PEW,Bacha Khan International Airport,,,,,,,,
PEZ,,,,,,,,,,
PFB,PFB,Lauro Kurtz Airport,,,,,,,,
PFO,PFO,Paphos International Airport,,,,,,,,
PGA,PGA,Page Municipal Airport,,,,,,,,
PGF,PGF,Perpignan-rivesaltes Airport,,,,,,,,
PGH,PGH,Pantnagar Airport,,,,,,,,
PGK,PGK,Pangkal Pinang Depati Amir Airport,,,,,,,,
PGM,,,,,,,,,,
PGU,,,,,,,,,,
PGV,PGV,Pitt-greenville Airport,,,,,,,,
PGX,PGX,Prigueux Bassillac Airport,,,,,,,,
PHC,PHC,Port Harcourt International Airport,,,,,,,,
PHE,PHE,Port Hedland International Airport,,,,,,,,
PHF,PHF,Newport News-williamsburg International Airport,,,,,,,,
PHL,PHL,Philadelphia International Airport,,,,,,,,
PHO,PHO,Point Hope Airport,,,,,,,,
PHS,PHS,Phitsanulok Airport,,,,,,,,
PHW,PHW,Hendrik Van Eck Airport,,,,,,,,
PHX,PHX,Phoenix Sky Harbor International Airport,,,,,,,,
PIA,PIA,General Wayne A Downing Peoria International Airport,,,,,,,,
PIB,PIB,Hattiesburg Laurel Regional Airport,,,,,,,,
PIE,TPA,St Petersburg-clearwater International Airport,,,,,,,,
PIH,PIH,Pocatello Regional Airport,,,,,,,,
PIN,,,,,,,,,,
PIP,PTU,Pilot Point Airport,,,,,,,,
PIR,PIR,Pierre Regional Airport,,,,,,,,
PIS,PIS,Poitiers-biard Airport,,,,,,,,
PIT,PIT,Pittsburgh International Airport,,,,,,,,
PIU,PIU,Capitn Fap Guillermo Concha Iberico International Airport,,,,,,,,
PIX,PIX,Pico Airport,,,,,,,,
PIZ,,,,,,,,,,
PJA,,,,,,,,,,
PJG,PJG,Panjgur Airport,,,,,,,,
PJM,PJM,Puerto Jimenez Airport,,,,,,,,
PKA,,,,,,,,,,
PKB,PKB,Mid-ohio Valley Regional Airport,,,,,,,,
PKC,PKC,Petropavlovsk-kamchatsky Airport,,,,,,,,
PKE,,,,,,,,,,
PKN,PKN,Iskandar Airport,,,,,,,,
PKP,PKP,Puka Puka Airport,,,,,,,,
PKR,PKR,Pokhara Airport,,,,,,,,
PKU,PKU,Sultan Syarif Qasim Ii International Airport,,,,,,,,
PKY,PKY,Tjilik Riwut Airport,,,,,,,,
PKZ,PKZ,Pakse International Airport,,,,,,,,
PLJ,,,,,,,,,,
PLM,PLM,Sultan Mahmud Badaruddin Ii International Airport,,,,,,,,
PLN,PLN,Pellston Regional Airport,,,,,,,,
PLO,PLO,Port Lincoln Airport,,,,,,,,
PLQ,PLQ,Palanga International Airport,,,,,,,,
PLS,PLS,Providenciales International Airport,,,,,,,,
PLU,BHZ,Belo Horizonte-pampulha - Carlos Drummond De Andrade Airport,,,,,,,,
PLW,PLW,Mutiara Airport,,,,,,,,
PLX,,,,,,,,,,
PLZ,PLZ,Port Elizabeth Airport,,,,,,,,
PMA,,,,,,,,,,
PMC,PMC,El Tepual Airport,,,,,,,,
PMI,PMI,Palma De Mallorca Airport,,,,,,,,
PMK,,,,,,,,,,
PML,OTD,Port Moller Airport,,,,,,,,
PMO,PMO,Falcone-borsellino Airport,,,,,,,,
PMR,PMR,Palmerston North Airport,,,,,,,,
PMV,PMV,Del Caribe Santiago Mario International Airport,,,,,,,,
PMW,PMW,Brigadeiro Lysias Rodrigues Airport,,,,,,,,
PMY,PMY,El Tehuelche Airport,,,,,,,,
PMZ,PMZ,Palmar Sur Airport,,,,,,,,
PNA,PNA,Pamplona Airport,,,,,,,,
PND,PND,Punta Gorda Airport,,,,,,,,
PNH,PNH,Phnom Penh International Airport,,,,,,,,
PNI,PNI,Pohnpei International Airport,,,,,,,,
PNK,PNK,Supadio Airport,,,,,,,,
PNL,PNL,Pantelleria Airport,,,,,,,,
PNP,GKA,Girua Airport,,,,,,,,
PNQ,PNQ,Pune Airport,,,,,,,,
PNR,PNR,Pointe Noire Airport,,,,,,,,
PNS,PNS,Pensacola International Airport,,,,,,,,
PNT,,,,,,,,,,
PNZ,PNZ,Senador Nilo Coelho Airport,,,,,,,,
POA,POA,Salgado Filho International Airport,,,,,,,,
POG,POG,Port Gentil Airport,,,,,,,,
POI,LPB,Capitan Nicolas Rojas Airport,,,,,,,,
POL,POL,Pemba Airport,,,,,,,,
POM,POM,Jacksons International Airport,,,,,,,,
POP,POP,Gregorio Lupern International Airport,,,,,,,,
POR,POR,Pori Airport,,,,,,,,
POS,POS,Piarco International Airport,,,,,,,,
POZ,POZ,Pozna-awica Airport,,,,,,,,
PPB,,,,,,,,,,
PPG,PPG,Pago Pago International Airport,,,,,,,,
PPK,PPK,Petropavlosk South Airport,,,,,,,,
PPN,PPN,Guillermo Len Valencia Airport,,,,,,,,
PPP,PPP,Proserpine Whitsunday Coast Airport,,,,,,,,
PPQ,PPQ,Paraparaumu Airport,,,,,,,,
PPS,PPS,Puerto Princesa International Airport,,,,,,,,
PPT,PPT,Faa International Airport,,,,,,,,
PPV,,,,,,,,,,
PPW,,,,,,,,,,
PQC,PQC,Phu Quoc Airport,,,,,,,,
PQI,PQI,Northern Maine Regional Airport,,,,,,,,
PQM,UPN,Palenque International Airport,,,,,,,,
PQQ,PQQ,Port Macquarie Airport,,,,,,,,
PQS,,,,,,,,,,
PQT,,,,,,,,,,
PRA,LPS,General Urquiza Airport,,,,,,,,
PRC,PRC,Ernest A Love Field Airport,,,,,,,,
PRG,PRG,Prague Vclav Havel Airport,,,,,,,,
PRH,NNT,Phrae Airport,,,,,,,,
PRI,PRI,Praslin Island Airport,,,,,,,,
PRN,PRN,Pristina International Airport,,,,,,,,
PRY,,,,,,,,,,
PSA,PSA,Pisa International Airport,,,,,,,,
PSC,PSC,Tri-cities Airport Washington,,,,,,,,
PSE,PSE,Mercedita Airport,,,,,,,,
PSG,PSG,Petersburg James A Johnson Airport,,,,,,,,
PSJ,,,,,,,,,,
PSO,PSO,Antonio Nario Airport,,,,,,,,
PSP,PSP,Palm Springs International Airport,,,,,,,,
PSR,PSR,Abruzzo Airport,,,,,,,,
PSS,PSS,Libertador Gral D Jose De San Martin Airport,,,,,,,,
PSU,PSU,Pangsuma Airport,,,,,,,,
PSV,,,,,,,,,,
PTA,,,,,,,,,,
PTG,PTG,Polokwane International Airport,,,,,,,,
PTH,PTH,Port Heiden Airport,,,,,,,,
PTJ,PTJ,Portland Airport,,,,,,,,
PTK,,,,,,,,,,
PTP,PTP,Pointe--pitre International Airport,,,,,,,,
PTU,,,,,,,,,,
PTX,,,,,,,,,,
PTY,PTY,Tocumen International Airport,,,,,,,,
PUB,PUB,Pueblo Memorial Airport,,,,,,,,
PUE,,,,,,,,,,
PUF,PUF,Pau Pyrnes Airport,,,,,,,,
PUG,PUG,Port Augusta Airport,,,,,,,,
PUJ,PUJ,Punta Cana International Airport,,,,,,,,
PUK,PKP,Pukarua Airport,,,,,,,,
PUM,ULU,Pomala Airport,,,,,,,,
PUQ,PUQ,Presidente Carlos Ibez Del Campo International Airport,,,,,,,,
PUS,PUS,Gimhae International Airport,,,,,,,,
PUU,PUU,Tres De Mayo Airport,,,,,,,,
PUW,PUW,Pullman-moscow Regional Airport,,,,,,,,
PUY,PUY,Pula Airport,,,,,,,,
PVA,,,,,,,,,,
PVC,PVC,Provincetown Municipal Airport,,,,,,,,
PVD,PVD,T F Green Airport,,,,,,,,
PVG,SHA,Shanghai Pudong International Airport,,,,,,,,
PVH,PVH,Governador Jorge Teixeira De Oliveira Airport,,,,,,,,
PVK,PVK,Aktion National Airport,,,,,,,,
PVR,PVR,Licenciado Gustavo Daz Ordaz International Airport,,,,,,,,
PWE,,,,,,,,,,
PWM,PWM,Portland International Jetport,,,,,,,,
PWQ,PWQ,Pavlodar Airport,,,,,,,,
PXM,PXM,Puerto Escondido International Airport,,,,,,,,
PXO,PXO,Porto Santo Airport,,,,,,,,
PXU,PXU,Pleiku Airport,,,,,,,,
PYC,,,,,,,,,,
PYH,PYH,Cacique Aramare Airport,,,,,,,,
PYJ,,,,,,,,,,
PYY,PYY,Mae Hong Son Airport,,,,,,,,
PZB,PZB,Pietermaritzburg Airport,,,,,,,,
PZH,PZH,Zhob Airport,,,,,,,,
PZI,PZI,Baoanying Airport,,,,,,,,
PZO,PZO,Manuel Carlos Piar Guayana Airport,,,,,,,,
PZU,PZU,Port Sudan New International Airport,,,,,,,,
QBC,QBC,Bella Coola Airport,,,,,,,,
QCU,JGR,Akunaq Heliport,,,,,,,,
QFG,CNP,Eqalugaarsuit Heliport,,,,,,,,
QFI,JGO,Iginniarfik,,,,,,,,
QFN,CNP,Narsaq Kujalleq Heliport,,,,,,,,
QFT,,,,,,,,,,
QFX,YAP,Igaliku Heliport,,,,,,,,
QGQ,LLU,Attu Heliport,,,,,,,,
QJE,KUS,Kitsissuarsuit Heliport,,,,,,,,
QJH,,,,,,,,,,
QJI,JGO,Ikamiut Heliport,,,,,,,,
QMK,JSU,Niaqornaarsuk Heliport,,,,,,,,
QOQ,,,,,,,,,,
QOW,ILR,Sam Mbakwe International Airport,,,,,,,,
QPW,JAV,Kangaatsiaq Heliport,,,,,,,,
QRO,QRO,Quertaro International Airport,,,,,,,,
QRW,VBV,Warri Airport,,,,,,,,
QRY,JGO,Ikerassaarsuk Heliport,,,,,,,,
QSC,,,,,,,,,,
QSF,QSF,Ain Arnat Airport,,,,,,,,
QUO,ABV,Akwa Ibom International Airport,,,,,,,,
QUP,SFJ,Saqqaq Heliport,,,,,,,,
QUV,LLU,Aappilattoq Kujalleq Heliport,,,,,,,,
QUW,LLU,Ammassivik Heliport,,,,,,,,
RAB,RAB,Rabaul Airport,,,,,,,,
RAE,RAE,Arar Domestic Airport,,,,,,,,
RAH,RAH,Rafha Domestic Airport,,,,,,,,
RAI,RAI,Nelson Mandela International Airport,,,,,,,,
RAJ,RAJ,Rajkot Airport,,,,,,,,
RAK,RAK,Marrakesh Menara Airport,,,,,,,,
RAO,RAO,Leite Lopes Airport,,,,,,,,
RAP,RAP,Rapid City Regional Airport,,,,,,,,
RAR,RAR,Rarotonga International Airport,,,,,,,,
RAS,RAS,Sardar-e-jangal Airport,,,,,,,,
RBA,RBA,Rabat-sal Airport,,,,,,,,
RBM,,,,,,,,,,
RBQ,,,,,,,,,,
RBR,RBR,Plcido De Castro Airport,,,,,,,,
RBV,RBV,Ramata Airport,,,,,,,,
RBY,,,,,,,,,,
RCB,RCB,Richards Bay Airport,,,,,,,,
RCE,,,,,,,,,,
RCH,RCH,Almirante Padilla Airport,,,,,,,,
RCM,,,,,,,,,,
RCQ,,,,,,,,,,
RCY,,,,,,,,,,
RDB,CDV,Red Dog Airport,,,,,,,,
RDD,RDD,Redding Municipal Airport,,,,,,,,
RDM,RDM,Redmond Municipal Airport,,,,,,,,
RDO,,,,,,,,,,
RDP,,,,,,,,,,
RDU,RDU,Raleigh-durham International Airport,,,,,,,,
RDV,,,,,,,,,,
REA,REA,Reao Airport,,,,,,,,
REC,REC,Recife-guararapes-gilberto Freyre International Airport,,,,,,,,
REG,REG,Reggio Calabria Airport,,,,,,,,
REL,REL,Almirante Marco Andres Zar Airport,,,,,,,,
REN,REN,Orenburg Central Airport,,,,,,,,
REP,REP,Siem Reap International Airport,,,,,,,,
RES,RES,Resistencia International Airport,,,,,,,,
RET,RRS,Rst Airport,,,,,,,,
REU,REU,Reus Airport,,,,,,NA,,
REX,REX,General Lucio Blanco International Airport,,,,,,,,
RFP,RFP,Raiatea Airport,,,,,,,,
RGA,RGA,Hermes Quijada International Airport,,,,,,,,
RGI,RGI,Rangiroa Airport,,,,,,,,
RGK,,,,,,,,,,
RGL,RGL,Piloto Civil Norberto Fernndez International Airport,,,,,,,,
RGN,RGN,Yangon International Airport,,,,,,,,
RHD,SDE,Las Termas Airport,,,,,,,,
RHI,RHI,Rhinelander-oneida County Airport,,,,,,,,
RHO,RHO,Rhodes International Airport,,,,,,,,
RHR,,,,,,,,,,
RHT,,,,,,,,,,
RIA,RIA,Santa Maria Airport,,,,,,,,
RIB,RIB,Capitn Av Selin Zeitun Lopez Airport,,,,,,,,
RIC,RIC,Richmond International Airport,,,,,,,,
RIH,,,,,,,,,,
RIS,,,,,,,,,,
RIV,,,,,,,,,,
RIW,RIW,Riverton Regional Airport,,,,,,,,
RIX,RIX,Riga International Airport,,,,,,,,
RIY,RIY,Mukalla International Airport,,,,,,,,
RIZ,,,,,,,,,,
RJA,RJA,Rajahmundry Airport,,,,,,,,
RJH,JSR,Shah Mokhdum Airport,,,,,,,,
RJK,RJK,Rijeka Airport,,,,,,,,
RJL,LEN,Logroo-agoncillo Airport,,,,,,,,
RKA,MVT,Aratika Nord Airport,,,,,,,,
RKD,RKD,Knox County Regional Airport,,,,,,,,
RKE,,,,,,,,,,
RKS,RKS,Rock Springs - Sweetwater County Airport,,,,,,,,
RKT,RKT,Ras Al Khaimah International Airport,,,,,,,,
RKV,REK,Reykjavk Airport,,,,,,,,
RLG,RLG,Rostock-laage Airport,,,,,,,,
RLK,,,,,,,,,,
RMA,RMA,Roma Airport,,,,,,,,
RMF,RMF,Marsa Alam International Airport,,,,,,,,
RMI,RMI,Rimini - Miramare - Federico Fellini International Airport,,,,,,,,
RMP,,,,,,,,,,
RMQ,HCN,Taichung Ching Chuang Kang Airport,,,,,,,,
RMS,,,,,,,,,,
RMT,PPT,Rimatara Airport,,,,,,,,
RNA,WKK,Ulawa Airport,,,,,,,,
RNB,RNB,Ronneby Airport,,,,,,,,
RNJ,,,,,,,,,,
RNL,RNL,Rennell-tingoa Airport,,,,,,,,
RNN,,,,,,,,,,
RNO,RNO,Reno-tahoe International Airport,,,,,,,,
RNS,RNS,Rennes-saint-jacques Airport,,,,,,,,
ROA,ROA,Roanoke Regional Airport,,,,,,,,
ROB,ROB,Roberts International Airport,,,,,,,,
ROC,ROC,Greater Rochester International Airport,,,,,,,,
ROI,ROI,Roi Et Airport,,,,,,,,
ROK,ROK,Rockhampton Airport,,,,,,,,
ROO,,,,,,,,,,
ROP,ROP,Rota International Airport,,,,,,,,
ROR,ROR,Roman Tmetuchl International Airport,,,,,,,,
ROS,ROS,Rosario - Islas Malvinas International Airport,,,,,,,,
ROT,ROT,Rotorua Regional Airport,,,,,,,,
ROV,ROV,Rostov-on-don Airport,,,,,,,,
ROW,ROW,Roswell International Airport,,,,,,,,
RPR,RPR,Raipur Airport,,,,,,,,
RRG,RRG,Sir Gatan Duval Airport,,,,,,,,
RRR,MVT,Raroia Airport,,,,,,,,
RRS,RRS,Rros Airport,,,,,,,,
RSA,RSA,Santa Rosa Airport,,,,,,,,
RSD,RSD,Rock Sound International Airport,,,,,,,,
RSH,,,,,,,,,,
RSS,,,,,,,,,,
RST,RST,Rochester International Airport,,,,,,,,
RSU,RSU,Yeosu Airport,,,,,,,,
RSW,FMY,Southwest Florida International Airport,,,,,,,,
RTA,RTA,Rotuma Airport,,,,,,,,
RTB,RTB,Juan Manuel Galvez International Airport,,,,,,,,
RTG,,,,,,,,,,
RTI,,,,,,,,,,
RTM,RTM,Rotterdam The Hague Airport,,,,,,,,
RTW,,,,,,,,,,
RUA,RUA,Arua Airport,,,,,,,,
RUH,RUH,King Khalid International Airport,,,,,,,,
RUN,RUN,Roland Garros Airport,,,,,,,,
RUR,RUR,Rurutu Airport,,,,,,,,
RUS,RUS,Marau Airport,,,,,,,,
RUT,RUT,Rutland Southern Vermont Regional Airport,,,,,,,,
RVD,,,,,,,,,,
RVE,,,,,,,,,,
RVK,,,,,,,,,,
RVN,RVN,Rovaniemi Airport,,,,,,,,
RVT,NAC,Ravensthorpe Airport,,,,,,,,
RVV,TUB,Raivavae Airport,,,,,,,,
RXS,RXS,Roxas Airport,,,,,,,,
RYG,OSL,Moss Airport,,,,,,,,
RYK,RYK,Shaikh Zaid Airport,,,,,,,,
RYL,,,,,,,,,,
RZE,RZE,Rzeszw-jasionka Airport,,,,,,,,
RZS,,,,,,,,,,
SAB,SAB,Juancho E Yrausquin Airport,,,,,,,,
SAE,ULU,Sangir Airport,,,,,,,,
SAF,SAF,Santa Fe Municipal Airport,,,,,,,,
SAH,SAH,El Rahaba Airport,,,,,,,,
SAL,SAL,El Salvador International Airport,,,,,,,,
SAN,SAN,San Diego International Airport,,,,,,,,
SAP,SAP,Ramn Villeda Morales International Airport,,,,,,,,
SAT,SAT,San Antonio International Airport,,,,,,,,
SAV,SAV,Savannah-hilton Head International Airport,,,,,,,,
SAW,IST,Sabiha Gken International Airport,,,,,,,,
SBA,SBA,Santa Barbara Municipal Airport,,,,,,,,
SBG,,,,,,,,,,
SBH,SBH,Gustaf Iii Airport,,,,,,,,
SBN,SBN,South Bend Airport,,,,,,,,
SBP,SBP,San Luis County Regional Airport,,,,,,,,
SBW,SBW,Sibu Airport,,,,,,,,
SBY,SBY,Salisbury-ocean City-wicomico Regional Airport,,,,,,,,
SBZ,SBZ,Sibiu International Airport,,,,,,,,
SCC,SCC,Deadhorse Airport,,,,,,,,
SCE,SCE,University Park Airport,,,,,,,,
SCL,SCL,Comodoro Arturo Merino Bentez International Airport,,,,,,,,
SCM,CDB,Scammon Bay Airport,,,,,,,,
SCN,SCN,Saarbr 1-4 Cken Airport,,,,,,,,
SCO,SCO,Aktau Airport,,,,,,,,
SCQ,SCQ,Santiago De Compostela Airport,,,,,,,,
SCT,SCT,Socotra International Airport,,,,,,,,
SCU,SCU,Antonio Maceo International Airport,,,,,,,,
SCV,SCV,Suceava Stefan Cel Mare Airport,,,,,,,,
SCW,SCW,Syktyvkar Airport,,,,,,,,
SCY,SNC,San Cristbal Airport,,,,,,,,
SCZ,SCZ,Santa Cruz-graciosa Bay-luova Airport,,,,,,,,
SDD,,,,,,,,,,
SDE,SDE,Vicecomodoro Angel D La Paz Aragoncs Airport,,,,,,,,
SDF,SDF,Louisville International Airport,,,,,,,,
SDJ,SDJ,Sendai Airport,,,,,,,,
SDK,SDK,Sandakan Airport,,,,,,,,
SDL,SDL,Sundsvall-timr Airport,,,,,,,,
SDN,,,,,,,,,,
SDP,SDP,Sand Point Airport,,,,,,,,
SDQ,SDQ,Las Amricas International Airport,,,,,,,,
SDR,SDR,Santander Airport,,,,,,,,
SDU,RIO,Santos Dumont Airport,,,,,,,,
SDV,TLV,Sde Dov Airport,,,,,,,,
SDY,SDF,Sidney Richland Municipal Airport,,,,,,,,
SEA,SEA,Seattle-tacoma International Airport,,,,,,,,
SEB,SEB,Sabha Airport,,,,,,,,
SEK,,,,,,,,,,
SEN,SEN,Southend Airport,,,,,,,,
SEU,,,,,,,,,,
SEZ,SEZ,Seychelles International Airport,,,,,,,,
SFA,SFA,Sfax Thyna International Airport,,,,,,,,
SFB,SFB,Orlando Sanford International Airport,,,,,,,,
SFD,SFD,San Fernando De Apure Airport,,,,,,,,
SFG,SFG,Lespcrance Airport,,,,,,,,
SFJ,SFJ,Kangerlussuaq Airport,,,,,,,,
SFL,,,,,,,,,,
SFN,SFN,Sauce Viejo Airport,,,,,,,,
SFO,SFO,San Francisco International Airport,,,,,,,,
SFT,SFT,Skellefte Airport,,,,,,,,
SGC,SGC,Surgut Airport,,,,,,,,
SGD,SGD,Snderborg Airport,,,,,,,,
SGF,SGF,Springfield-branson National Airport,,,,,,,,
SGG,LWY,Simanggang Airport,,,,,,,,
SGN,SGN,Tan Son Nhat International Airport,,,,,,,,
SGO,,,,,,,,,,
SGU,SGU,St George Municipal Airport,,,,,,,,
SGX,,,,,,,,,,
SGY,SGY,Skagway Airport,,,,,,,,
SHA,SHA,Shanghai Hongqiao International Airport,,,,,,,,
SHB,SHB,Nakashibetsu Airport,,,,,,,,
SHD,SHD,Shenandoah Valley Regional Airport,,,,,,,,
SHE,SHE,Taoxian Airport,,,,,,,,
SHF,,,,,,,,,,
SHG,,,,,,,,,,
SHH,SHH,Shishmaref Airport,,,,,,,,
SHJ,SHJ,Sharjah International Airport,,,,,,,,
SHL,SHL,Shillong Airport,,,,,,,,
SHM,SHM,Nanki Shirahama Airport,,,,,,,,
SHO,,,,,,,,,,
SHV,SHV,Shreveport Regional Airport,,,,,,,,
SHW,SHW,Sharurah Airport,,,,,,,,
SHX,HOM,Shageluk Airport,,,,,,,,
SIC,,,,,,,,,,
SID,SID,Am-lcar Cabral International Airport,,,,,,,,
SIF,,,,,,,,,,
SIG,,,,,,,,,,
SIN,SIN,Singapore Changi Airport,,,,,,,,
SIP,SIP,Simferopol International Airport,,,,,,,,
SIR,,,,,,,,,,
SIS,,,,,,,,,,
SIT,SIT,Sitka Rocky Gutierrez Airport,,,,,,,,
SJC,SJC,San Jose International Airport,,,,,,,,
SJD,SJD,Los Cabos International Airport,,,,,,,,
SJE,SJE,Jorge E Gonzalez Torres Airport,,,,,,,,
SJI,SJI,San Jose Airport,,,,,,,,
SJJ,SJJ,Sarajevo International Airport,,,,,,,,
SJK,,,,,,,,,,
SJO,SJO,Juan Santamara International Airport,,,,,,,,
SJP,SJP,Prof Eribelto Manoel Reino State Airport,,,,,,,,
SJT,SJT,San Angelo Regional Airport,,,,,,,,
SJU,SJU,Luis Muoz Marn International Airport,,,,,,,,
SJW,SJW,Shijiazhuang Daguocun International Airport,,,,,,,,
SJZ,SJZ,So Jorge Airport,,,,,,,,
SKB,SKB,Robert L Bradshaw International Airport,,,,,,,,
SKD,SKD,Samarkand Airport,,,,,,,,
SKG,SKG,Thessaloniki International Airport,,,,,,,,
SKK,AET,Shaktoolik Airport,,,,,,,,
SKN,SKN,Stokmarknes Skagen Airport,,,,,,,,
SKO,SKO,Sadiq Abubakar Iii International Airport,,,,,,,,
SKP,SKP,Skopje Alexander The Great Airport,,,,,,,,
SKT,SKT,Sialkot Airport,,,,,,,,
SKU,SKU,Skiros Airport,,,,,,,,
SKX,,,,,,,,,,
SKZ,SKZ,Sukkur Airport,,,,,,,,
SLA,SLA,Martin Miguel De Guemes International Airport,,,,,,,,
SLC,SLC,Salt Lake City International Airport,,,,,,,,
